"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","arrival_time_sort","timepoint"
"200000026","19:39:00","19:39:00","107","1","Lancaster","0","19:39:00","1"
"200000026","19:51:00","19:51:00","106","2","Lancaster","0","19:51:00","1"
"200000026","19:58:00","19:58:00","102","3","Lancaster","0","19:58:00","1"
"200000026","20:04:00","20:04:00","186","4","Lancaster","0","20:04:00","1"
"200000026","20:08:00","20:08:00","129","5","Lancaster","0","20:08:00","1"
"200000026","20:16:00","20:16:00","110","6","Lancaster","0","20:16:00","1"
"200000026","20:32:00","20:32:00","175","7","Lancaster","0","20:32:00","1"
"200000026","20:40:00","20:40:00","111","8","Lancaster","0","20:40:00","1"
"200000026","20:46:00","20:46:00","164","9","Lancaster","0","20:46:00","1"
"200000026","20:52:00","20:52:00","161","10","Lancaster","0","20:52:00","1"
"200000026","21:31:00","21:31:00","165","11","Lancaster","0","21:31:00","1"
"200000026","21:41:00","21:41:00","163","12","Lancaster","0","21:41:00","1"
"200000026","21:51:00","21:51:00","162","13","Lancaster","0","21:51:00","1"
"200000029","17:27:00","17:27:00","141","1","San Bernardino - Downtown","0","17:27:00","1"
"200000029","17:38:00","17:38:00","140","2","San Bernardino - Downtown","0","17:38:00","1"
"200000029","17:45:00","17:45:00","156","3","San Bernardino - Downtown","0","17:45:00","1"
"200000029","17:52:00","17:52:00","154","4","San Bernardino - Downtown","0","17:52:00","1"
"200000029","17:59:00","17:59:00","145","5","San Bernardino - Downtown","0","17:59:00","1"
"200000029","18:06:00","18:06:00","171","6","San Bernardino - Downtown","0","18:06:00","1"
"200000029","18:25:00","18:25:00","173","7","San Bernardino - Downtown","0","18:25:00","1"
"200000029","18:30:00","18:30:00","147","8","San Bernardino - Downtown","0","18:30:00","1"
"200000029","18:38:00","18:38:00","148","9","San Bernardino - Downtown","0","18:38:00","1"
"200000029","18:50:00","18:50:00","123","10","San Bernardino - Downtown","0","18:50:00","1"
"200000029","19:08:00","19:08:00","124","11","San Bernardino - Downtown","0","19:08:00","1"
"200000029","19:16:00","19:16:00","185","12","San Bernardino - Downtown","0","19:16:00","1"
"200000030","11:10:00","11:10:00","123","1","Laguna Niguel / Mission Viejo","0","11:10:00","1"
"200000030","11:22:00","11:22:00","148","2","Laguna Niguel / Mission Viejo","0","11:22:00","1"
"200000030","11:30:00","11:30:00","147","3","Laguna Niguel / Mission Viejo","0","11:30:00","1"
"200000030","11:35:00","11:35:00","173","4","Laguna Niguel / Mission Viejo","0","11:35:00","1"
"200000030","11:54:00","11:54:00","171","5","Laguna Niguel / Mission Viejo","0","11:54:00","1"
"200000030","12:03:00","12:03:00","145","6","Laguna Niguel / Mission Viejo","0","12:03:00","1"
"200000030","12:09:00","12:09:00","154","7","Laguna Niguel / Mission Viejo","0","12:09:00","1"
